Name,Width,Height,Depth,Painter,Country,Price,Category
Track through Glen Prosen,80,80,5.1,Chrissie Havers,United Kingdom,"$1,180",Paintings
Are you going to build the plastic pool?,114.3,139.7,5.1,luise eru,Brazil,"$11,000",Paintings
Nigar,60,90,2,Burcu Panahi,Turkey,"$1,800",Paintings
"September 24, Mont de la Madeleine",92,61,2,ANNE BAUDEQUIN,France,"$1,630",Paintings
Be the Virtual Change,45.7,61,3.8,Deb Breton,United States,$945,Paintings
Sandro at Night on Bleecker Street,76.2,61,2.5,Philip Levine,United States,"$2,440",Paintings
The Gardener,100,80,2,Agata Lis,Poland,$928,Paintings
Tiger,70,100,3,Trayko Popov,Bulgaria,"$2,010",Paintings
Breath Of The Land,81.3,61,2,Nataliia Goloborodko,United Kingdom,"$3,295",Paintings
Packanging Waste 4,33,61,1.2,MARIA CHATZAKI,Greece,$205,Paintings
Message,121.9,61,2.5,Patrick Augustine,United States,"$1,370",Paintings
Searching,152.4,182.9,3.8,Bill Stone,United States,"$5,000",Paintings
Through the Field 7,27.9,30.5,1.3,Patty Jo Beaton,Canada,"$1,110",Paintings
Ripe Spring,50,40,2,khanh the bui,Vietnam,$810,Paintings
On My Way,14,19,1.3,Marina Egorova,Canada,$310,Paintings
Adaptation #23.,61,121.9,2.5,Irina Alexandrina,United States,"$1,770",Paintings
Angel,152.4,182.9,3.8,Bill Stone,United States,"$5,000",Paintings
Desiderio e passioni,80,120,2,Virginia Ersego,Italy,$490,Paintings
Flooded Forest No.1 (Killarney),182.9,121.9,0.8,Patrick Augustine,United States,"$12,750",Paintings
The Gathering Place,91.4,76.2,5.1,Holly Friesen,Canada,"$2,810",Paintings
Rani Kot-Sind Pakistan,33,35.6,0.3,Saqib Akhtar,Pakistan,$345,Paintings
Tango for two,50.8,40.6,2,Nataliia Goloborodko,United Kingdom,"$1,280",Paintings
A Conversation,50,50,4,Jean - Pierre Decort,Belgium,$840,Paintings
design96,76.2,101.6,1.3,Ron Halfant,United States,$819,Paintings
Rainforest,81.3,61,2,Nataliia Goloborodko,United Kingdom,"$6,450",Paintings
Abstract original female nude Aktzeichen,60,40,1.5,Karibou Art,Serbia,$190,Paintings
Flower zone,50,40,2,Sonja Brussen,Netherlands,"$1,080",Paintings
design50,76.2,101.6,1.5,Ron Halfant,United States,$844,Paintings
soul landscape,35,35,0.1,Conny Lehmann,Switzerland,$390,Paintings
Journey to The Sun,35.6,35.6,1.8,Marina Egorova,Canada,$440,Paintings
Puerto metafísico,114,146,2,Eduardo Escobar,Spain,"$1,210",Paintings
ABSTRACTO 92-2021,32,45,0.1,CARPALES Carlos Pagola Morales,Spain,$295,Paintings
The Golfing Holiday (3),80,60,2,Agata Lis,Poland,$867,Paintings
"""Unconditional love""",45,45,2.5,Alla Boiko,Austria,$695,Paintings
Cold Case,114,76,0.1,Erkan Cerit,Turkey,$529,Paintings
The Island,30.5,30.5,0.6,Catherine Twomey,United States,$615,Paintings
Carina Nebula (Triptych),177.8,94,3.3,Monica Figueredo,India,"$4,450",Paintings
winterlandscape,61,46,0.1,Conny Lehmann,Switzerland,$490,Paintings
Where Do The Children Play?,76.2,61,4.3,David Trowbridge,United States,$900,Paintings
Owl In The Night,61,50.8,2,Nataliia Goloborodko,United Kingdom,"$2,740",Paintings
Where are your wings?,74.9,74.9,1.8,Elisaveta Sivas,Estonia,"$9,800",Paintings
Archangel Michael and Lucifer - Engel and Evel - Light and Dark,120,180,5,Robertas Kasperovicius,Lithuania,"$1,370",Paintings
American Grove,76.2,101.6,3.8,Joanne Gallery,United States,"$1,100",Paintings
Silhouette,80,70,0.3,Rinalds Vanadziņš,Latvia,$850,Paintings
Girl with the Pelican,70,100,2,Andrea Guarniero,Italy,"$1,260",Paintings
"Busdapest viewed from the Fisherman's Bastion, Hungary",38.5,38.5,2,ROBERTO PONTE,,$730,Paintings
Island,54,62,0.1,Rinalds Vanadziņš,Latvia,$850,Paintings
Blush,101.6,76.2,3.8,Joanne Gallery,United States,"$1,370",Paintings
WHO IS IN THE BRAIN,59.9,72.9,2,Elisaveta Sivas,Estonia,"$1,360",Paintings
Corrosion,41,41,3,Jacqueline Talbot,,$180,Paintings
Mountains at dawn.,25,25,1.8,Galina Vasiljeva,Cyprus,$290,Paintings
Blizzard Tuesday,152.4,101.6,1.3,Ron Halfant,United States,"$1,652",Paintings
Packaging Waste 8,38,32,0.2,MARIA CHATZAKI,Greece,$180,Paintings
Red Viburnum,40,30,1,Oksana Duplii,Ukraine,"$32,999",Paintings
Joker,89.9,80,2.5,Alla Boiko,Austria,"$5,160",Paintings
In the Sunlight,91.4,91.4,5.1,Michael Pfleghaar,United States,"$3,710",Paintings
Orange Field  50×70cm,50,70,2,Tigran Mamikonyan,Armenia,"$1,360",Paintings
Infinity,60,60,0.1,Pilar Batllaura,Spain,$790,Paintings
The tree of life,60,50,4,Pilar Batllaura,Spain,$840,Paintings
Stellan,90,130,5,Stephen Whatcott,United Kingdom,"$3,685",Paintings
Don't wanna be the one you forget / Abstract Gold Floral Art,154,96,2,Tatiana and Victoria Hutsul,Ukraine,$790,Paintings
Synchronous,70,87,0,Kseniya Rai,Turkey,$995,Paintings
In the Rain,27.9,35.6,0.3,Marina Egorova,Canada,$210,Paintings
An abstract seascape,70,60,5,Karibou Art,Serbia,$300,Paintings
Liberty,76.2,61,3.8,Joanne Gallery,United States,$800,Paintings
"""Provincetown""",20.3,30.5,2.5,Susan Stewart,United States,$815,Paintings
Betta Fish Green Underwater Animal Original Art,30,30,0.1,Viktoriya Filipchenko,Italy,$630,Paintings
Blood Moon Rabbit,22.9,30.5,0.3,Zaira Dzhaubaeva,United States,$765,Paintings
Black,29.5,60,4,MK Anisko,United Kingdom,"$1,730",Paintings
Cup a' Tea?,25.4,25.4,1.8,Marina Egorova,Canada,$310,Paintings
"Painting ""Flirt"" - Contemporary art, Oversize Abstract Art Smile, Painting On Canvas, Modern Painting, Pop art Painting, Modern Wall Art, Home decor wall art",59.9,80,5.1,Alla Boiko,Austria,"$5,240",Paintings
Bedroom in Paris,101.6,76.2,5.1,Philip Levine,United States,"$2,770",Paintings
Blue flower 5,100,150,2,Rosi Roys,Ukraine,"$1,200",Paintings
Eevee,45.7,61,3.8,Joanne Gallery,United States,$945,Paintings
Sunrise Vista,101.6,76.2,2.5,Hilary Winfield,United States,"$1,495",Paintings
William Tecumseh Sherman Kennesaw Mountain,101.6,76.2,2.5,Philip Levine,United States,"$2,768",Paintings
Autumn day in Lori,70,60,2,Tigran Avetyan,Armenia,"$1,310",Paintings
Down The Garden Path,76.2,61,4.3,David Trowbridge,United States,$900,Paintings
Stages,50,60,1.5,Tiety Bouma,Netherlands,$440,Paintings
Locomotive No. 60,172.7,101.6,0.8,Philip Cook,United States,"$5,350",Paintings
Confederacy in the Battle of Atlanta,101.6,76.2,2.5,Philip Levine,United States,"$2,760",Paintings
London Piccadilly Ln,38.5,33,2,ROBERTO PONTE,,$540,Paintings
By the lake,31.5,23.6,1.6,Irina Laube,Germany,"$2,010",Paintings
Sunny Autumn landscape Impressionism 22,61,76.2,2.5,irfan mirza,United States,$999,Paintings
LX 21,200,100,4,Viktor Antonuyuk,,$940,Paintings
SUNRAY.,45.7,61,2,Daria Borisova,United States,$765,Paintings
The Emotional Creation #265,180,135,4,Carla Sa Fernandes,Portugal,"$8,750",Paintings
Caring for the Household Pets,134.6,83.8,3.8,Zack Goulet,United States,"$1,010",Paintings
mawlana,80,80,2,khaled morad,France,$930,Paintings
Flower on asphalt,109.2,119.4,2.5,luise eru,Brazil,"$2,510",Paintings
STILLNESS,100,100,4,Jonathan Speed,United Kingdom,"$2,999",Paintings
Unknown sea,182.9,76.2,3.8,Elena Petrova,Canada,"$1,610",Paintings
Summer Oak Trees 220914,152.4,91.4,3.8,Don Bishop,United States,"$4,210",Paintings
Your Body Becomes The Vehicle For My Loss (Study),40.6,50.8,1.3,Kristina Baker,United States,$565,Paintings
Summer in Croatia II,41,57,1,Roxana Daniela Ajder,Romania,"$1,860",Paintings
Julius,116.8,139.7,5.1,luise eru,Brazil,"$11,000",Paintings
Locomotion in color II,101.6,101.6,3.8,Hyunah Kim,United States,"$2,480",Paintings
Give Us Liberty - Lime Raspberry,30.5,30.5,3.8,Rapheal Crump,United States,$545,Paintings
Reemerge,137.2,147.3,0,Emboldened Expressions,United States,"$5,850",Paintings
Forever green,100,80,2.5,Mariusz Makula,Poland,"$1,000",Paintings
Notturno - Super sized original floral landscape,90,158,0.2,cecilia frigati,Italy,"$2,710",Paintings
Building my house,70.1,80,5.1,luise eru,Brazil,"$3,010",Paintings
Petyarre Dreaming,203.2,101.6,2.5,Shane Bowden,Australia,$580,Paintings
Sedona 1,50.8,50.8,3.8,Julia Stanger,United States,$615,Paintings
The Beginning 2,100,100,1.7,Mila Weis,Germany,"$1,650",Paintings
Hellblau,100,120,5,Thomas Ernst,Germany,"$2,270",Paintings
keep on,78.7,177.8,2.5,luise eru,Brazil,"$3,970",Paintings
WATERFALL 3,80,120,2,Veronika Unuchko,France,"$3,000",Paintings
Can you see the future?,99.1,109.2,2.5,luise eru,Brazil,"$2,110",Paintings
The Dream of Reason Produces Monsters,101.6,76.2,2.5,Victor Tkachenko,Canada,"$4,210",Paintings
Reves et Pyjama,140,140,5,Claire Denarie-Soffietti,South Africa,"$15,050",Paintings
dreaming of a better world,110,150,5,Bernard Simunovic,Germany,"$9,410",Paintings
Forge,97,130,2.5,Mandy Racine,Spain,"$11,000",Paintings
pomegranate garden,30,40,1,Veronica Aron,Georgia,$850,Paintings
Veritasium,50.8,76.2,3.8,Nemanja Nikolic,United Kingdom,$830,Paintings
Boren from Kyselka,69,47,0.4,Nadezhda Gellmundova,Czech Republic,$887,Paintings
meditation,60,60,3,Clinton Artisto,Kenya,"$1,660",Paintings
Rhythm of colors and letters,100,77,3,Phung Wang,Vietnam,$940,Paintings
Awakening,76.2,76.2,3.8,Julia Stanger,United States,"$1,000",Paintings
At the Bus Stop,22.9,30.5,0.3,Marina Egorova,Canada,$200,Paintings
Art Basel Miami Beach,265,125,5,Peter Vahlefeld,Germany,"$15,600",Paintings
Blue,70,100,0.1,Mister Artsy Graffiti Street Art Amsterdam,Netherlands,$470,Paintings
Slings and Arrows (Study),40.6,50.8,1.3,Kristina Baker,United States,$565,Paintings
Jauna Teika,80,80,2,Ivan Onnellinen,Latvia,"$1,850",Paintings
EVENING NEW YORK,61,61,2.5,Irina Alexandrina,United States,$980,Paintings
NATURE FLOW I,24.1,80,19,SHADIA SABAGH,United States,$800,Paintings
"justice, structure",91,72,2,Naomi Yuki,Japan,"$3,544",Paintings
The Thinker,130,90,2.5,Cveto Vidovic,Slovenia,"$4,950",Paintings
SUMMER FEELING,85,105,2,Silke Host,France,"$2,400",Paintings
A Road Out of Franschoek Pass,110,74.9,2.5,Richardt Beyleveld,South Africa,$995,Paintings
Forrest,81,81,2.5,Mercedes Lopez Charro,Spain,$785,Paintings
Cherry View,80,110,1,Linda Clerget,France,"$2,220",Paintings
Time without carnival,78.7,99.1,5.1,luise eru,Brazil,"$2,210",Paintings
Posse #2,42,30,5,Marc Bowditch,Germany,"$1,040",Paintings
The late night talking 2,76,112,0.1,Luca Brandi,Italy,"$2,510",Paintings
Spirulina,91,122,3,Carolina Alotus,Cyprus,"$1,900",Paintings
River's Edge,101.6,121.9,4.3,David Trowbridge,United States,"$1,700",Paintings
DOWN THE RABBIT HOLE n.12,100,101.5,4,Guido Pierandrei,Italy,"$1,710",Paintings
Lugar de mora,114.3,139.7,5.1,luise eru,Brazil,"$11,000",Paintings
Pegasus,120,80,4,Mandy Racine,Spain,"$9,060",Paintings
Angus,80,100.1,2.5,luise eru,Brazil,"$3,060",Paintings
Esquel vineyards,140,100,5,Federico Tesei,Argentina,"$2,410",Paintings
sunny,22,24,0.1,Veronica Aron,Georgia,$850,Paintings
Rhythm of colors and letters,120,85,3,Phung Wang,Vietnam,"$1,260",Paintings
kilometers by water,114.3,129.5,5.1,luise eru,Brazil,"$11,000",Paintings
Ribeirinho,70.1,80,2.5,luise eru,Brazil,"$2,870",Paintings
Stand by Me,110,150,5,Bernard Simunovic,Germany,"$10,500",Paintings
Beyond All - Extra large original abstract landscape,152,61,0.2,cecilia frigati,Italy,"$2,110",Paintings
I live where nobody lives,94,119.4,2.5,luise eru,Brazil,"$2,870",Paintings
Blooming Spring,61,121.9,3.8,Stephanie Rivet,Canada,"$2,010",Paintings
Pretending Glitter,71.1,101.6,0.3,Kind of Cyan,United States,$830,Paintings
Forth 3,106.7,127,3.8,Rebekah Andrade,United States,"$4,850",Paintings
Endless afternoons,119.4,129.5,2.5,luise eru,Brazil,"$5,250",Paintings
Late afternoon,129.5,99.1,2.5,luise eru,Brazil,"$3,470",Paintings
No Matter What Happens,70,100,2,Benita Malčiūtė,Lithuania,$499,Paintings
"Push, Pull, and Uncertainty 7",50.8,76.2,1.8,HyunRyoung Kim,Canada,"$3,290",Paintings
All the Colours of Summer,80,80,4,Sarah Emily Porter,United Kingdom,"$2,290",Paintings
red man 2,120,100,2,Petar Kochevski,Bulgaria,"$6,550",Paintings
LeBron James Taking it to the Rack,61,91.4,5.1,Philip Levine,United States,"$2,480",Paintings
Close and afar,121.9,50.8,3.8,Nestor Toro,United States,"$2,270",Paintings
30,129.5,165.1,2.5,luise eru,Brazil,"$4,550",Paintings
Dream of a lonely man,93,65,1,Linda Clerget,France,"$1,660",Paintings
Up Slowly,114.3,119.4,2.5,luise eru,Brazil,"$4,070",Paintings
Soak-Stain no.3,30,40,2,Petr Johan Marek,Czech Republic,$250,Paintings
Popcorn. Nostalgic. Childhood,100,70,3,Trayko Popov,Bulgaria,"$1,915",Paintings
Ballet Dancer,129.5,165.1,2.5,luise eru,Brazil,"$5,650",Paintings
a happy day,120,100,2,Petar Kochevski,Bulgaria,"$6,550",Paintings
Flowers and Cezanne,29,25,0.3,Erick Miranda,Chile,$580,Paintings
Running after a kite,99.1,119.4,2.5,luise eru,Brazil,"$3,370",Paintings
Time Immemorial,30.5,121.9,4.3,David Trowbridge,United States,"$1,160",Paintings
Tourmente 3,80,80,4,Isabelle Collett,France,"$1,080",Paintings
Raw Canvas Study,30,30,4,Sarah Emily Porter,United Kingdom,$560,Paintings
Compassionate Needs,149.9,149.9,2.5,Shane Bowden,Australia,$590,Paintings
MINIMAL LINES,70,90,1,Ángel Rivas,Spain,$380,Paintings
Berries,40,40,4,Sviatlana Petushkova,Lithuania,"$1,040",Paintings
Asian women with sunflowers,60,60,2,Marina Ogai,South Korea,"$3,270",Paintings
Water of the flowers,68.6,99.1,2.5,luise eru,Brazil,"$4,650",Paintings
Green forest (Silver lights intrusions),86.4,175.3,1.8,Nestor Toro,United States,"$8,500",Paintings
Quadrat VI/square VI,90,90,3,Monika Herschberger,Austria,"$1,810",Paintings
Time Flies,61,61,2.5,Amy Weil,United States,"$2,810",Paintings
Kiss II,100,120,2.5,Emily Kirby,United Kingdom,"$3,600",Paintings
Majestic Waterfall,40,39.5,0,Yiwu Shen,,$345,Paintings
Black Circle,106,106,1,Khansaa Ruiz,Spain,"$1,460",Paintings
BEFORE THE TWILIGHT CALLS US BACK TO PORT II,120,150,2,Christian Bahr,Germany,"$5,950",Paintings
BASSANO IN TAVERINA,59,37,1,Shane Bowden,Australia,$630,Paintings
Traffic,31,24,1.5,Stephen Rybacki,United States,"$1,640",Paintings
Strawberry on Newspaper,8,8,1,Juli Stankevych,Ukraine,$530,Paintings
Base Camp,64,48,1.5,Sarah Finucane,,"$2,570",Paintings
Tu Tu Tu Tu Ra,53,43,1,luise eru,Brazil,"$3,500",Paintings
fields 3,15.7,15.7,0.8,Sophie Dumont,France,"$1,530",Paintings
Bolder No.8,28.5,34,1,Ayse Sirin Budak,United States,"$1,700",Paintings
Olive branch,23.7,23.7,0.5,Masha Bright,Serbia,$705,Paintings
Last Summer - Extra large original floral painting,70.5,25.2,0,cecilia frigati,Italy,"$2,210",Paintings
Still Waters,30,40,0.8,Bob Peck,United States,$850,Paintings
Elements of Harmony,44.5,61,1.4,Kemal Yazici,United Arab Emirates,"$4,800",Paintings
Olympic Palette on Cream,20,28,0.1,Kind of Cyan,United States,$660,Paintings
"Those Were The Days, My Friend",39.4,47.2,0.8,Gulyás Edina,Italy,"$2,570",Paintings
A Colourful Land,39.4,47.2,1.6,Rashna Hackett,United Kingdom,"$1,380",Paintings
Blue Abstract,40,36,0.8,Douglas Nicolle,Canada,"$1,910",Paintings
Moon Rise,11.8,11.8,0.8,Derval Freeman,Ireland,$710,Paintings
Serenity,20.9,25.6,0.6,Adam Norgaard,Japan,"$1,660",Paintings
“Puzzle with a piece missing”,15.7,15.7,0.8,Artè Abstract by Christiàna Niko,,$280,Paintings
When You're Alone,36,36,0.7,Melissa McGill,United States,"$2,220",Paintings
The Saint,20,30,0.5,julian st clair,United Kingdom,"$1,020",Paintings
Animal game,36,47,1,luise eru,Brazil,"$3,770",Paintings
"""BBB""",48,48,1.5,Gerrit Goss,United States,"$11,250",Paintings
Abstract,23.6,31.5,0.8,Dejan Bozinovski,Macedonia,$795,Paintings
Arcs  and Ribbons,55.1,51.2,1.2,Angelika Toth,,"$8,010",Paintings
Coast to Coast,31.5,31.5,1.6,Sarah Emily Porter,United Kingdom,"$2,290",Paintings
The peace is fragile 6,11,14.2,0,Luca Brandi,Italy,$810,Paintings
Adrift on Peripheries,31.5,31.5,2,Douglas Deveny,United States,"$2,000",Paintings
Canvas Play 21no08,23.9,28.6,1,Youngjin Jun,South Korea,"$2,460",Paintings
Still Not Asking For It,37.4,49.2,1.2,Kasia Frankowicz,Australia,"$3,900",Paintings
Arcs and Windows in Space,40,28,0.1,Kind of Cyan,United States,$830,Paintings
Periwinkle Bloom,17.9,35.8,1.4,Laurie Franklin,Australia,$750,Paintings
VINTAGE RED,47.2,63,1.6,Inez Froehlich,Germany,"$3,900",Paintings
Between Roja and Kolka,78.7,48,0.1,Ieva Ansaberga,United Kingdom,"$3,350",Paintings
Winter's Come and Gone,16,18,1.7,David Trowbridge,United States,$555,Paintings
Hilliard Bridge in Summer,48,48,1.5,Patrick Augustine,United States,"$3,850",Paintings
New York Autumn,30,22,0.1,Yeachin Tsai,United States,$800,Paintings
Miniature Fora II,7.9,7.9,1,Viola Babol,Poland,$850,Paintings
"Great Mountain, Vast Water",56,45,0.1,Yeachin Tsai,United States,"$2,600",Paintings
Shared dreams bloom,43,55,2,luise eru,Brazil,"$11,000",Paintings
The Castle. Kafka.,21.7,37,2,Tiago Bárzana,,"$1,560",Paintings
Once Red Square,35.4,35.4,0.8,Ronald Hunter,Netherlands,$830,Paintings
The Male Figure,10.6,16.1,0.8,Shinji Horimura,Japan,$690,Paintings
VIBRANT PORTRAIT,35.4,39.4,1.2,Aleksandr Ilichev,Turkey,"$3,875",Paintings
Clinch,39.4,31.5,0.8,Dusa Jesih,Slovenia,"$5,450",Paintings
A Way to Equilibrium II,47.2,39.4,1.6,Derval Freeman,Ireland,"$3,370",Paintings
Working the Line,36,36,1.3,Nathalie Gribinski,United States,"$2,810",Paintings
SHIFT VIIII,25,31,1,Chad Goei,United States,$780,Paintings
Paysage des Corbières,39.4,28.7,0.8,Patrick Marie,France,"$2,710",Paintings
Unveiled Beauty,36,48,1.5,Isiavwe Ufuoma,Nigeria,"$2,070",Paintings
Frenchie,6.5,6.5,2,Daryll Cumbie,United States,$395,Paintings
Folie Des Fleurs #5 - Large original abstract floral painting,26.8,45.7,0.1,cecilia frigati,Italy,"$2,610",Paintings
Goodbye,45,55,2,luise eru,Brazil,"$11,000",Paintings
Safe Haven,36,36,2,Roger Colson,United Kingdom,"$4,300",Paintings
Composition 329,59.1,70.9,1.6,Gabriele Cappelli,United Kingdom,"$12,750",Paintings
abstract lines,31.5,31.5,0.8,ANDREA PALLANG,Slovakia,"$2,710",Paintings
The Room No.101,63,37.4,1.6,Erna Ucar,Turkey,"$1,975",Paintings
The Sunny Spell 3.,11.4,16.1,0,Frederic Belaubre,France,$160,Paintings
Blue Spring vol.261,8.6,10.6,0.7,Ko byung jun,South Korea,$630,Paintings
"design78 I,II",48,36,0.5,Ron Halfant,United States,"$1,270",Paintings
Shades of Sand No. 08,21.7,29.5,0,Ewa Matyja,Poland,$450,Paintings
Umbrian Hills,19.7,19.7,1.2,Caroline Hall,United Kingdom,$990,Paintings
Soak-Stain no.8,11.8,15.7,0.8,Petr Johan Marek,Czech Republic,$250,Paintings
The green equation,18,24,1.5,Nestor Toro,United States,"$1,000",Paintings
In the wild territory,31.5,35.4,0.7,Francesca Borgo,Italy,"$2,010",Paintings
Cherry Cordial No. 2,6,6,1,JJ Galloway,United States,$135,Paintings
Flossie,39.4,39.4,1.4,Martin Breeze,Australia,"$2,400",Paintings
To be consumed by desire,24,24,1.5,Fiona Chinkan,United States,"$1,250",Paintings
Canvas Play 20no72,28.6,23.9,1,Youngjin Jun,South Korea,"$2,460",Paintings
The Rememberings of Summer,19.7,19.7,1,Howard Sills,United Kingdom,$810,Paintings
Recovered,47,55,2,luise eru,Brazil,"$11,000",Paintings
Caution: They keep going to school,49,55,2,luise eru,Brazil,"$11,000",Paintings
"""MY LIVING TREASURE""",39.4,59.1,1.2,Rosana de Montfort,United Kingdom,"$7,450",Paintings
The blue river,39.4,39.4,1.6,Hennie van de Lande,Netherlands,"$3,070",Paintings
Summer Path 220921,16,12,0.1,Don Bishop,United States,$545,Paintings
Forth 5,42,50,2,Rebekah Andrade,United States,"$4,850",Paintings
Oliva,36,48,1.5,Rosaria Vigorito,United States,"$4,850",Paintings
Walls of Napolin- 8004,15.7,15.7,0.2,Theresia Maagdenberg,Netherlands,$940,Paintings
Soft Geometry 6,30,40,1.5,David O'Connor,United Kingdom,"$3,800",Paintings
Swimming22,27.6,39.4,1,vishalandra m dakur,India,"$3,770",Paintings
Speedboat,63,47.2,1.2,Marlien Venema,Netherlands,"$3,750",Paintings
Me and my plants V,25,36,0.5,Surabhi Gaikwad,Qatar,"$2,010",Paintings
Title Bout,30,24,1.7,David Trowbridge,United States,$900,Paintings
Presentiment,47.2,59.1,0.8,Monika Herschberger,Austria,"$4,300",Paintings
Museum Magazine Spread,78.7,53.1,2,Peter Vahlefeld,Germany,"$14,400",Paintings
Capri Painting (955),36,48,0.1,Agostino Veroni,Italy,$609,Paintings
Who are you?,51,59,0.1,luise eru,Brazil,"$5,550",Paintings
mistrust,11.2,14.4,0.1,Veronica Aron,Georgia,$630,Paintings
Sophia and dog,20,16,0.7,Cyril Harris,United States,"$1,449",Paintings
They Found a Voice,72,35.4,0,Rashna Hackett,United Kingdom,"$1,580",Paintings
Fish n*160 /golden series,65.4,22.8,0.8,Malgorzata Krakowiak,Spain,"$2,410",Paintings
",,Dissonance,,",43.3,47.2,1.2,Vadim Kovalev,Latvia,"$3,375",Paintings
Coca-Cola cans original oil painting Pop art red abstract,12,16,0.1,Vitali Komarov,Czech Republic,$260,Paintings
"""How are you David Bowie""",27.6,39.4,1.2,Maxim Fomenko,Germany,"$5,600",Paintings
Angry Crier,30,40,1.5,Aparna Sarkar,United States,"$3,910",Paintings
Echoes nr3,8.3,11.6,0.4,Claudia Trongmo,Portugal,$150,Paintings
Bananas falling,23,48,0.8,Anahid Ypres,United States,"$2,810",Paintings
four corners 02,39.4,39.4,1.6,Claudia Grutke,New Zealand,"$2,870",Paintings
RE-MEMBER n.8,7.8,7.8,1.6,Guido Pierandrei,Italy,$180,Paintings
Yellowstone,48,30,1.5,Ann Marie Coolick,United States,"$4,550",Paintings
The View from the Different Dimention,10.6,16.1,0.8,Shinji Horimura,Japan,$690,Paintings
Welcome To The Pleasure Centre,25.6,25.6,2,Marisa Mu,Australia,"$2,700",Paintings
Look 9,8.3,11.4,0.4,Benedicte Gele,France,$320,Paintings
